01107439	00065370 09403734 01105639
02427958	02400139 01864707 09634494
00201671	04391838 00199130 00543233 07430211 05933834 01435380 02232190 01000214 02621395 10724372
01358904	01357967 01352059
00340662	01418959 00340463 00488225 10118844
00629911	00630071 00099721 00624738 00220461
03207305	03204955 05056490 04039848 03761084 11499284 02996904 04069276 04044716
12846335	12205694 12387839 01255807 09738400 12846143 02855925
08210411	08993288 08209687 01783158 01129920 02445509
02721538	14753414 00429060 03124700 02748618 14753808 03740161 14753188 03922722 03553908 06043075 03828465 03869044 15078768 14752057 01261712
02633677	02632989 02579557 02633555 00492677 09071690 08747054
01900488	05470189 02346627 05269901 01140794 02884456 02728763 01900837 02468617 01742244 00015388
09380117	09252970 09752381 09232841 08563180 13874073
01886756	01886220 02453611 01861778 02075296 01830946 02082056 05520699
00857784	00983824 01733829 01409581 10171219
05491993	05486510 05476915 05481870 05485554 05492426 00791227 05462674 05495571 05338410 05607402 05481095 07030718 00130778
00126264	01930738 05814650 00199707 07138085 00048828 00438495 08540903 13785136 03005920 02712243 00161225 08438067 00065370 01755816 01246601 02064745 00580865 06740402 00191142 05770926 13859043 11412727
13874558	13867641 13152742 00145299 03932670 04190464 08457976 02043898 14589223 03264136 13903387 05454070 01679106
02111626	04384016 01235859 09620794 01809655 02084071
10133644	09777353 08548733 05663671 10372076 01981699
06792645	06791372 14523090 08646306 02691156 09365863 03899328 00973056
11458314	07935504 01502762 11422597 15055633 00444519
03160309	02796623 03534890 03439491 01477224 02751623 15277730 02701210 07935504 02202384 01587818
09980090	10599806 11302062 06378298 10916731 07049713
10117267	06778102 14580897 10794014
09365128	08900535 09303647 01204557 09359803 09360122
12666369	09372504 12665048 09638875 12205694
08207095	08199025 09044862 05826291 08456727
02596888	02597004 01432517 02593863
01700655	02459633 07151380 00993014 00929718 10193967 01698271 01020934
08494459	09198106 08573258 08630985 11881742 02055803 11376069 08620881 09050730
02351518	02330830 02351870 02330582 01862557 07965937
02466670	01125693 02427916 01642924 06723635 10253995 02267060 00702226 07947958 08163273 00767334 01755816 02650840
14299336	00091124 14299070 07313636 02111684 01143279 01711071
09084483	09082540 08695539 00024720 08518505
05798043	05799212 00639556 05833840 02532595 00639975 05797597
12853706	12853080 12852726 10040344 02641378 13112664 08784333
08021129	08392137 09945603 09044862 02402409 10402824 05663671 00759694 06966825 09023321 07648549 00162688 01401854
05310351	01324916 05470189 01742244 05335310 01325060 01973125 05546040 04514359
12881631	00473572 09638875 12849717 01372049 09060768 11672400 12881429 00103619 00094460 02855925
01383646	01906749 14597758 01330822 01380638 09376198
00545501	01255648 01255935 01253778 09931418 00543233 01729431 01731031 08188235 01625985 01704236 07035420 01043887 01730216 06872122 01849221 07026352 07019172 00482180 01067816 08187988 01254685 01254978 06618822 01527617 01539573 07281871 00998399 00546389 11076965 00861423 00100253
01931714	01932151 01567275 07947958 01930112
10690849	10716005 01369663 02022162 00850501 00732960
07243193	01051956 07242324
04236377	03145843 03050026 03419014 07030718 07269552 01369204 03421117 01331518 07269758
11566682	11562747 12212810 12946088 12787565 08078020 12685214 12501537
09028477	09023321 09350045 08540903 08524735
03495258	10160770 10432957 10627349 01732713 02711835 01426153
08168531	09648309 09648743 03074922 08303504 08303692 09044862 09738400
11830714	11830570 02196214 12205694 08108972
06350918	02034828 05986295 06403393 05844105
01967634	00300441 02686568 02693319 01967373 00601378 01489465 06700169 05637106
05872982	06114578 05876912 09366762 05989479 05879441 05913275 05835747 05874232
09850121	09627906 10414612 02201521 13356112 10584021 10086074 13360498
03233423	01078050 10943256 00002684 00675901 02628832 09921034 11418460
01516064	08108972 01515811 01507175 09284589
05625879	05625465 01783158 05629682 05629381 05627785 00673448 02603699
04388743	04531098 01382086 02282082 04560113 02732072
01330497	01333082 08078020 00015388 01335659
15181718	15242029 15201505 15174218 15242719 00411009 08266849
04068601	03852688 03309465 08000304 03773035 01382086 00535452
09437098	09334396 08438533 01522052 08673395 14857897 01134238 00539936
00199659	00199912 00258854 02034828 00631391 00138508 05796423 01755816
09088989	09087599 08524735 09411430 09206375 08540903
04464852	04170037 02983507 04389033 03478589
03049066	04404412 03316406 00566099 07006119 08435388 06276697 04417809
02605316	10294139 09365863 02554730 00690058 02605139 01382086 00394562
10751265	00605511 10069869 11088346 11088059 11208172 10908919 00673448 11354145 11349739 10834690 10468559 10970864 10825180 10875468 10069645 00568430 10974740
03648066	04602044 01535246
00554541	01220984 00113818 00333829 02723016
03701391	02760855 04347519 04322026 02739889 02760429 00181476
10184822	08860123 07944050 10287213 08386365 00804695
14313440	14313943 14313661 14294678 05267345 07030718 14204950 00097394 07962124
01679433	02547046 01675963 12942395 03420440 00542809 01364184 07621618 07555863 04484160
00645241	05817845 01220984 00736216 02743261 01896561 00644583 05094725 10794014
02632239	02632359 02623170
11390364	10599806 10624540 08544813 09044862
00075618	00070965 02527651 08860123
00099184	13491616 00270561 00081725 01170243 14298815 00205046 10784544 01551679
06763681	01020934 02038791 02693319 06394865 00787218 04263614 02386612 06764867 01275562 00201058 05816287 01705257 00022903 01023071 01024190 01023259 00727791 10665698 06764751 06763273 01059123
02029243	02025530 01507175 08108972
06201136	06201908 06196584 00957176 15258694 06782019 13889602 00656576 10402086 05933246 10059582 00065184 02464725
05430095	05287882 05460870 05511618 05404074 04263614
02385102	01204557 05137165 11645914 12118912 12266796 12031547 04233124 12130937 11848610 12482031 12148253 01891092 11634736 03073977 13650045 12818742 12342498 11698562 12015076 12132502 11823756 01382086 12112918 12218868 15145171 12008749 12143676 12082764 11621281 13198054 11941261 11636204 12128825 12587803 04555101 12155773 12595452 11647703 01518564 11628456 12393269 12581381 12939874 12916511 12529500 11749920 01233347 12327846 12155583 11989869 11614713 13104059 10604180 12931906 12882321 09218641 04550184 12437513 01521756 11606379 12476510 05093581 12293180 12889713 02650840 11874423 12292877 11942875 12589841 12131767 11978035 12585629 11654293 03063689 11979715 03237416 02386612 12449526 12190712 12015525 12114981 12009047 12136720 12223160 11645271 12382233 12109189 12903503 07912211 12592544 12354849 11634526 12807773 11743772 01875295 12173664 11712282 11623967 11907689 05002352 12558230 12857779 03016953 12334686 02158196 12882945 12147699 12173069 12151365 11635830 12108249 04604009 12171966 12132299
04314522	04347519 09732544 08860123
08738272	08735705 09700823 08738715 08176077 13665256 09383793 08703035 01312096
01011031	01019643 09814660 00822367 06732350 02460502 09621359 07203126 06684572 10682380 01013040 00758333 00683771 06729499 01011725
12694486	11666854 04910377 09738400 07746334 02675657 13134947 00828779 13112664
00866606	00863513 01309478 02116568 14406573 01251128 02116777 11416988 00853776 14435187 03295140
00378521	14289942 14325437 00379440
00605310	00605086 07424109 10118382 00452512
08251877	08240633 08010942 09879616 08416652 08039312 08033454 00962129 08416328
04761212	00625393 13954253 00020090 13948026 04760771
09710164	08780881 09711530 09711132 09620794 09620078 03016202
03808144	03828465 14322699 00084738 01261712 06851742
01960900	01960301 01961059 08108972 08078020 08111419 01939598
03515338	03058726 06880664 05217688 02713992 02034828 01652139 03008565
07362386	07363346 07434209 07288801 11464143 01976841 01489465 08208016 01984317 01977701 07362830 01972298 05137165 07947958
03374102	07222050 04118021 09207288 00902932 05983654 02650840 09641757
06416946	06410904 06417279 06394865 06417096
08678253	09198106 09188094 08682188 11270948 08574314 05221895
12372708	12372932 05398609 12359026 09620794 11565385 09189411 01382086 09195615
11250287	09623038 01181559 08032594 08544813 01145015 08366202 04801313 08199025
00291965	01921204 00728617 00286957 00440580
01330676	04179385 00267217 01843497 00260648
03829563	13875571 13602401 03042984 01289155 04241042 03491724 03644378 01286290 00172710 01342124
02701445	02732798 02650840 04236001 04411264 15273626 05681117
04009552	03852280 02139883 03795976 03375956 08000304
10197392	09774783 06212839
08813807	08801678 08544813 09793141 02994858
01880570	02351870 01877134 01879983 01864707
00244625	00375071 00546646 03087366 00366547 11190183 01755816 06489659 06467007 06593099 00244416 06468123 00243900 06394865
00757856	00204814 02228031 10007109
08315194	00825089 08807554 13744521 03878066 01426077 08312559 08083320
00309115	00306426 04194289 00201058 01915365
12135898	12141495 12117912 12117695 01177699 12137120 12127030 12134300 12118223 06426468 12100538 12117507 12126911 12135729
09365288	09303647 08975617 01204557 09360122 09359803
12063414	12039743 08108972 05476915 11556857
03098806	04377057 08435388 14008806
12746884	12746733 01567275 13118707 01502762 01049685
02689882	13911872 05731779 04343346 01409581 02687916 01376245 01376620
01505991	14940386 14718822 15046900 00444629 11508382 00024720 00376106 14480420 04910973 01376082
06397903	00901799 06396930 06394865 00787218 06387980 02386612 07172557
00075790	00074790 06545528 02272373 02118379
03526198	01008947 04526241 03848729 03308853 03308297
12964750	00594413 12992464 11592146 12964572 08108972
09841515	00471613 09931640 09931418
10444194	10939856 11004106 11295196 10794014 11402463 11065345 11327744 02499312 00979988 06751974 01702514 11377043 01123148 01634734 07092592 11159418 00677203 11192067
05252970	05303402 05540121 02869249 05374980
01209135	14523090 00137313 01123887 01977832 00019448 01815185 01797730 07428954
14425715	10787470 01321456 14425103 08477634 00024720 13954253
00455368	04244379 07935504 09270894 00216216 07439570
03777283	01743784 05926676 04076846 00319406 01697406 01697027
01179167	01124794 01177703 03574555 10379620 01646528 02144460 05663671 02444662
01755389	00428270 01894649 01708676
11611758	11608250 09275473 07596684 06254475 02665282 03138669 07774842
08057068	02420232 09945603 09003284 00024720
05228264	05225602
02340543	03575240 02339413 04063868
07450651	02578510 01363613 02490877 01646528 00029378 11156943 07447261
02151108	02150306 01864707
02596592	02593863 01432517
12825061	00492677 12823531 02178866 02389220 12824909 12823859 09738400 13102409
08252602	08253815 08254331 00656576 10402824 07490713 02650840 08253450
10038778	14429985 01204557 08557131 10271677
03512147	04111668 02686568 00544549 03510583 01489859 02848523 04112252 07440979
01761533	01761120 14037011 13979503 09189411 00333366 08095647 00096648
01040707	05302499 06738162 05301908 00978369 01013040 00838043 02621395 06721949 07109730
11923016	11923397 07817871 11923637 11949217 11911591 11923174 11579418 11949402
02416751	10722965 09935793 08932568 01205341 02416278
01697986	06294441 01697816 07109730 02520730 13388245
09856827	10515194 08078020 00928371 00851994
02459173	03546340 08665504 08613593 14422871 02651424 02459633 03195485 02656390 00406963 03544360 03545150
09092352	09090825 09411430 02361600 09141526 08524735 00444519 08540903 08564139
12950126	12949955 08108972 09638875 02178866 01567275 11669921
00439749	00439484
00066685	00868196 00126264 00024720 00066191 00014742 00767334
01578993	00172710 02880940 03094503 03633091 01494310 14940386 01578821 07583197
07449862	02490877 01186208 00955601 10402824 07450055 07447641 07455301 01185981
00208210	00207728 00126264 00084738 01755816 14322699 00063291 00374835 00266253
10736394	10665698 01714208 04572344 02562585
10583250	09821831 02540670
10737431	10008716 01284461 01346003 00007846 05217688 01344293 01284908 01284271
01740393	01740721 01740551 02851099 01656813 01726390
03543394	02055975 02958343 00330457 00156601
00171882	00171618 06951067 15236859 00550545 01409581
02017937	00765977 02053941 01988080 02072501
00983824	10743675 00857784 00986897 01067664 00915265 00978549 00912473 00910135 07109730 07109847 00745187 00941037 01044811 01048073 00916679 00916274 00951911 02144460 01054399 01045719 00913065 01054553 00915041 01065630 01054186 00943436 00915605 01053221 13976527 00975036 01064401 00912833 00865387 14006179 00914634 01054694 01060198 01056554 00738747 00986750 00985800 00981944 02588286 01067002 00941166 00591115 00007328 00914420 00004032 01066775 01042725 00912048 02198014 00950670 00983333 00979988 01048939 00943732 00952182 00981814 00986173
13629482	13628761 05816287 02672187 13601596 13810323 13630213
01925694	07366799 01835496 13469674 00884466 01881180 05623818 01710317 10660729 02102840 03899328 06197664 09918248
00324806	00326773 07576577 08438533 07649854 00243918 00322847
10998651	10030277 01704452 10794014 06364641 01535709 10080869 09732903
13060190	13061704 13062421 13060451 12992868 05216365 13968547 04745932
14428404	14538472 14428160 01661804 03294048 07215377 02116980
05849284	05849040 09366762 00199309 10503452 00956687 04916342 08665504 00493460 04620216 13948026 04731497 02697950
04585745	03156405 03664675 01280958 10781984 04194289 02934168 01289155
01932834	01931768 04204468 04073669 00314469
08191701	08199025 08191532 08544813 08211475 07155661 03812541 08656590 08349548 09861395 10259997 09943541 08191987 00955060 08292756 02382367 01136519 00183053 10347298 10420809 10347593 08198137
08287586	01088749 07965085 06624161 08276720 10926066 05216365 08275185 10480730 04511002
07415167	06095022 07414922 11190183 08310389 00065575 13714184 08685188 02062670
01259691	00003553 07654667 01557774 01259951 04452848 01260159 09222051 00362348 00377169
13464204	13556509 13457378 00092293 00208497 05470189 02345272 00203866 00024720
15224486	15224692 15291498 15247518 15225249 08416328 08275185 15113229 06751974 00702226
05756414	06136258 11416988 10724372 05756203 01022420
07702193	07860988 07698915
09903501	10340312
12772557	12772753 15006118 01155354 15098161 11567411 12772081 09738400
01884126	11452218 02055975 00156601 00165942 01835496 01143279
15262120	01229938 15247518 03670849 00702226 03316406 15113229 10278666 14008806 00594413 15227846
13734992	13733402 13728499 11190183
13028337	13028611 13023783 01382086 00744916 00656576 13029946 05216365 08103777 13023292
11781850	11782036 11556857 11786365 01382086 11778534 01002377
01972131	01971280 00124442 01940736 00201058
10979079	10475297 10560637 00237078 01863158 00636921 01302086 01704452 01193714 11270380 11449907 10794014 11150634 14474894 02219094 13927383 09732903 09106770 11058633 03037924 13840719 06725877 00602112
13024967	13026146 13024763 00006484 11594676 00132601 12992464 13025647 13025197 05431926
13773361	05107765 06822198 02156063 13760316 01582645 09732903 01369663 13773539
00226107	07313518 00226951 09305031 14204950 06060845 05417975 05297523 01143279
07959016	08418103 07951464 02378183 00949288 14448333 02672187
07818029	02641378 07809368
04530283	04529962 02688443 04384016 01229938 02686568 01233347
02226380	03118969 03899768 00406963 08431721 00610738 08163025 02327200
04507155	02951843 04087126 03485997 03415252
14588219	14586258 13301328 01017701 13472518 14589223
04905842	04905188 02388145 00024264
00088725	13378518 10448983 01215421 09977660 01624897 00088481 01215137 01215851
03109350	04511002 09119277 08232706 09117351
08246036	10702781 07966140 06672953 09044862 15205532 08245172
05081957	06236802 00344421 00630960 05079866 05667196 04928903
06888674	05983654 02386612 00444519 06999436 07248801 14004317 00422090 01732270
13599547	00399788 05123416 00777522 00033615 13714184
14917635	14940386 01103159 00935940 00929718
06139285	06136258 06139491 06139764 02166460 13163250
10783539	00007739 00007846 05217688
08514865	03327234 08512736
01144657	10193026 02153709 00622584 01316401 00452293 10470460 01315613 05221895 10231515 01143838
01820302	01072072 02205272 07490713 10058411 00251791 02210119 04684358 07491708
07973088	01181559 08435388 08378819 02621395 10675876
14409489	00744916 14409718 13925752 07989373 14408086
04003241	00243918 04330340
00623162	00620752 04600912 09998788 08180639 10241300 00712225
03069213	02998696 05138208 02326795 02500884
14932303	14931879 02660164 07962124 14890286 00065370 09270894 01352067 00690058 01382086
01749790	02852523 01103159 00938791 01745722 00933420 01256157 06624161 01322223
00318035	00065575 00317207 02230772 05217688
14136187	14127211 01349948 03650803 00476744 12379531 05216365 14122053 01309478
14363483	14364306 11156943 13491616 08416328 01551679 01309478 14299637 01551195 05267345
08191532	08191701 08198398 08199025 07030718
12863624	12863458 08108972 11553240 05121418 09372504 09060768 12205694
02933462	03079741 00811661 03683708 03682487
00320486	02001461 00319939 02001858 08223263
00548266	04452848 00308105 00422090 07320176 00362348
00327683	01973125 00042311 00165942 01661804
01443398	01443537 01443831 01438720 01432517
10636874	00101956 01432474 00006238 05416198 00007846 05217688
10018861	03748886 10525436 02479990 10222497
00835032	00836788 03982060 05470189 00835267 00690058 00831191 15274695 13440063 13618180
02114433	08646188 01818234 00903559 01745722 02114056 02113850 01642437 00559916
09935233	01639105 10284064 01116380 10105085 08860123
01083504	00081072 02294436 01083077 00090779
06304671	00979988 07094355 13810323 01563336 06857591 03083069 06284225 03972524 00547022 00342443 02750432 06282651 06868043 00983333 06738162 06348500 06286395 07085375 07111711 07097094
11261184	09732544 00306900 10564098 09765278 00101191
09192973	09134386 09411430 00223109 09117351 12203896 00235435 09377315 09432549 09119277 09050730 09136582 09357580 01295275 09052652
02696503	08621598 01382086 04547592 00422090 02696801 02648639 10129133 13900422 15258694 04157320 04707409
10168183	09183971 09629246
07804152	06295235 12109719 12102133 00658913 06426468 07802417
05450888	05451265 05430628 00006484 14857897
01858910	00145147 01522052 03032811 07250339 00884466 00165942 01835496 02829696
01591158	00335988 00345817 01268457 01871979 08266235 14004317 01245618 02153023 07654667 02754463
00757080	00745005 00757730 02565687 05983654 00757483
04973957	04974681 06254475 12551669 13983515 12045514 00837133 11704791 04971928
00395841	00394813 08612786 01659248 08645963 00779374 01099592
13783581	06000644 13783816 13790133 07222823 04747899 13798814 13798491 06732169 00031921
03109399	05989479 04971928 15140892 02551602 00094001 00079212
01605119	01608432 01608934 01606335 01617949 01504437 01614195 01604625 01614769 01616970 01613909 01605630 01617633 07965937
00251064	13477023 14422871 13464820 01535709 02108377 00119266 15242955 00251791 00252019
00332445	14840092 03994008 14997012 00332154 02913152 02623529 00397576
11773408	13102409 13120211 04965661 11773138 09638875
11786539	09382990 11786365 00828779 13125117 01382086 12205694 07736813 11786843
02906734	03039947 02907082 01804414 01393714 00252307 00015163
01194021	01189282 08441203 00220522
12507236	11585340 12507379 11553240 09725229 12501745
10719267	10523519 08665504 10719395 08540903
02837134	03822951 02393489 02656763 03211117 01382086
01841079	09052652 02108377 01955984 01840238 04524313 09629752 00315986 07311115 01835496
00798108	00432689 10460286 00431552
02577391	05114371 01211699 02576921 02438383 13354985 02145814
02344568	00965895 00966869 02206619 07428954 10443170 01888295 02650840 02345048 02205272 00966599 13262663
00888009	06738162 00887463 02613487 06685198 00886281 01123148 05943066
01512625	00105820 10717055 01512921 00345817 08062970 01245618 08646188 00791078 01512465 14004317
02425532	02419796 00289392 01320872 02425393 09645091 09638875 01382086 09624168 02855925
04930307	04928903 02659763 01898731 00300537
10837918	08083599 10022111 08082602 10705615 09921792 08795492 10546850 10547145 09857200 15205532
04347119	03770085 01484027 02958343
07800487	07800091 08860123 02621395 01181166 02402425
14007546	09190918 08057206 01181559 14006945 02582042 02607909 07947958 13954253 09137451 00024720
00974786	09977520 06642138 02326198 00978173 00974173 08665504 13878634 00974367 03748886
00480508	00567685 00567418 02152991 01166517 15258694 00479076 00568813 08646188 02029492 02534761 02772554
02724207	03740161 00318735 00020090 04424003 02115324 03762809 05216365 14070360 03818090
00333829	00554850 08568256 00553173 00554541 14004317 01207527 00331950
06347225	06536389 03087088 06282651
01534609	01534147 00717748 00278221 15052970 14844693 14940386
09930876	05217688 00105778 01220984 02566227 11100139 09940146 10221312
05575002	05236029 00165942 04514359 05289861 00223109 01239359 00206998
04376400	03279153 08101085 07020895 01742886 00644066 00543233 03614007 01504625
08046759	08887841 08392137 01996377 00656576 09679316 01113068 00978413 09977660 00759694 08207209 11150634
02249741	01755816 13282550 02251743 01121855 13279262 10409752 00259643 02250625 01120448
00515791	00429048 08199025 08131530
07330828	02645007 00217014 00218208 00470701 07334490 07332691 02866578
05551711	05552607 05552106 05289861 05551939 01382086 03014705 02860389
14421724	00627410 02064745 14580897 05941423 13564215 08304895 05946687 00380568 14418395 06158346
05750163	00666058 05844105 05715283 10155849 01398682 05750657 05893356 00702226 05749619 01687569
01430847	00631391 04785669 01926376 00464962 13783038
06438477	06449735 06394865 06453324 00217014 08794798 10483890 08799123
00351963	11161412 13928388 15267536 06740402 05717747 07291312 00352826
05611302	01996377 05650329 05762149 02701962 00609506 05613170 05611684 05613478 00023271 07109730 00634472 02754463
08251493	08240169 08540903 08387930 06683183
00901103	10466198 00802318 00024047 00874175 07941729 00608372 01642437 07217349 00831651 06740402 05817145 00901651
05549830	05216365 05558717 05566919 05033046 02754463 05552607 05556204 05220461 05548840 01239862 01426153 05557839 05555473
04383537	06845599 02514187 04537602 14045141
11941261	11579418 11911591 02665282 09195615 08108972 11553240 09207288 02385102
02979722	13512238 05470189 13489037
04300080	00331842 01594362 10278666 03699975
12662654	12662772 12660009 11579418
09131428	08524735 08540903 09377315 09135447 09328904 09130076
07223450	07223170 06738162 14586258 13956488 01432474 01042228
